# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep  7 17:00:05 2020
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.
# COLUMN pl_masselim:    Planet Mass [Earth Mass] Limit Flag
# COLUMN pl_massj:       Planet Mass [Jupiter Mass]
# COLUMN pl_massjerr1:   Planet Mass [Jupiter Mass] Upper Unc.
# COLUMN pl_massjerr2:   Planet Mass [Jupiter Mass] Lower Unc.
# COLUMN pl_massjlim:    Planet Mass [Jupiter Mass] Limit Flag
# COLUMN pl_msinie:      Planet Mass*sin(i) [Earth Mass]
# COLUMN pl_msinieerr1:  Planet Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_msinieerr2:  Planet Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_msinielim:   Planet Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_msinij:      Planet Mass*sin(i) [Jupiter Mass]
# COLUMN pl_msinijerr1:  Planet Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_msinijerr2:  Planet Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_msinijlim:   Planet Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_cmasse:      Planet Mass*sin(i)/sin(i) [Earth Mass]
# COLUMN pl_cmasseerr1:  Planet Mass*sin(i)/sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_cmasseerr2:  Planet Mass*sin(i)/sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_cmasselim:   Planet Mass*sin(i)/sin(i) [Earth Mass] Limit Flag
# COLUMN pl_cmassj:      Planet Mass*sin(i)/sin(i) [Jupiter Mass]
# COLUMN pl_cmassjerr1:  Planet Mass*sin(i)/sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_cmassjerr2:  Planet Mass*sin(i)/sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_cmassjlim:   Planet Mass*sin(i)/sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN sy_pm:          Total Proper Motion [mas/yr]
# COLUMN sy_pmerr1:      Total Proper Motion Upper Unc [mas/yr]
# COLUMN sy_pmerr2:      Total Proper Motion Lower Unc [mas/yr]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_plx:         Parallax [mas]
# COLUMN sy_plxerr1:     Parallax [mas] Upper Unc
# COLUMN sy_plxerr2:     Parallax [mas] Lower Unc
#
pl_name,hostname,default_flag,discoverymethod,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,st_mass,st_masserr1,st_masserr2,st_masslim,sy_pm,sy_pmerr1,sy_pmerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2
KELT-7 b,KELT-7,1,Transit,,,,,441.78370,69.92260,-69.92260,0,1.39000,0.22000,-0.22000,0,,,,,,,,,,,,,,,,,441.78370,69.92260,-69.92260,0,1.39000,0.22000,-0.22000,0,Mass,1.76,0.25,-0.25,0,50.8996424,0.0591210,-0.0591210,136.6810000,0.9310000,-0.9310000,7.2879100,0.0494622,-0.0494622
KELT-8 b,KELT-8,1,Transit,,,,,209.76780,38.13960,-38.13960,0,0.66000,0.12000,-0.12000,0,,,,,,,,,,,,,,,,,209.76780,38.13960,-38.13960,0,0.66000,0.12000,-0.12000,0,Mass,0.81,0.21,-0.21,0,34.4369719,0.0396109,-0.0396109,197.5720000,1.0000000,-1.0000000,5.0326700,0.0254286,-0.0254286
KELT-9 b,KELT-9,1,Transit,0.034620,0.001100,-0.000930,0,915.35040,266.97720,-266.97720,0,2.88000,0.84000,-0.84000,0,,,,,,,,,,,,,,,,,915.35040,266.97720,-266.97720,0,2.88000,0.84000,-0.84000,0,Mass,2.52,0.25,-0.20,0,27.2235097,0.0684004,-0.0684004,204.4550000,1.5700000,-1.5700000,4.8625400,0.0372738,-0.0372738
KIC 10001893 b,KIC 10001893,1,Orbital Brightness Modulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0109694,0.0961341,-0.0961341,1672.9400000,149.7000000,-149.7000000,0.5686780,0.0522550,-0.0522550
KIC 10001893 c,KIC 10001893,1,Orbital Brightness Modulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0109694,0.0961341,-0.0961341,1672.9400000,149.7000000,-149.7000000,0.5686780,0.0522550,-0.0522550
KIC 10001893 d,KIC 10001893,1,Orbital Brightness Modulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0109694,0.0961341,-0.0961341,1672.9400000,149.7000000,-149.7000000,0.5686780,0.0522550,-0.0522550
KIC 10525077 b,KIC 10525077,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,0.12,-0.12,0,4.2994345,0.0509535,-0.0509535,1461.1500000,54.0500000,-54.0500000,0.6556040,0.0251213,-0.0251213
KIC 3558849 b,KIC 3558849,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.11,-0.11,0,3.3739262,0.0356561,-0.0356561,1215.7000000,33.3050000,-33.3050000,0.7944380,0.0223457,-0.0223457
KIC 5095269 b,KIC 5095269,1,Eclipse Timing Variations,0.800000,0.005000,-0.005000,0,2445.06619,17.16282,-17.16282,0,7.69300,0.05400,-0.05400,0,,,,,,,,,,,,,,,,,2445.06619,17.16282,-17.16282,0,7.69300,0.05400,-0.05400,0,Mass,1.21,,,0,2.7811979,0.0276642,-0.0276642,1188.5400000,21.1200000,-21.1200000,0.8126120,0.0148343,-0.0148343
KIC 5437945 b,KIC 5437945,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,0.17,-0.17,0,15.0168298,0.0317312,-0.0317312,1274.0100000,27.9200000,-27.9200000,0.7561550,0.0170705,-0.0170705
KIC 5951458 b,KIC 5951458,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.21,-0.21,0,11.4851964,0.0412180,-0.0412180,742.6880000,12.2755000,-12.2755000,1.3179000,0.0220819,-0.0220819
KIC 7917485 b,KIC 7917485,1,Pulsation Timing Variations,,,,,,,,,,,,,3750.39400,254.26400,-190.69800,0,11.80000,0.80000,-0.60000,0,,,,,,,,,3750.39400,254.26400,-190.69800,0,11.80000,0.80000,-0.60000,0,Msini,1.63,0.15,-0.12,0,6.5164074,0.0351771,-0.0351771,1382.8900000,37.3900000,-37.3900000,0.6947770,0.0193873,-0.0193873
KIC 8540376 b,KOI-7892,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,0.20,-0.20,0,4.1319544,0.0345096,-0.0345096,1072.3000000,22.0250000,-22.0250000,0.9038600,0.0190045,-0.0190045
KIC 8540376 c,KOI-7892,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,0.20,-0.20,0,4.1319544,0.0345096,-0.0345096,1072.3000000,22.0250000,-22.0250000,0.9038600,0.0190045,-0.0190045
KIC 9663113 b,KIC 9663113,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.13,-0.13,0,9.0880462,0.0387738,-0.0387738,1594.7400000,44.3350000,-44.3350000,0.5984860,0.0172924,-0.0172924
KMT-2016-BLG-0212L b,KMT-2016-BLG-0212L,1,Microlensing,2.200000,0.700000,-0.700000,0,5700.00000,6000.00000,-3500.00000,0,18.00000,20.00000,-11.00000,0,,,,,,,,,,,,,,,,,5700.00000,6000.00000,-3500.00000,0,18.00000,20.00000,-11.00000,0,Mass,0.48,0.38,-0.26,0,,,,6300.0000000,1100.0000000,-1600.0000000,,,
KMT-2016-BLG-1107L b,KMT-2016-BLG-1107L,1,Microlensing,0.342000,0.070000,-0.085000,0,1043.00000,1102.00000,-583.00000,0,3.28300,3.46800,-1.83500,0,,,,,,,,,,,,,,,,,1043.00000,1102.00000,-583.00000,0,3.28300,3.46800,-1.83500,0,Mass,0.09,0.09,-0.05,0,,,,6651.0000000,948.0000000,-1348.0000000,,,
KMT-2016-BLG-1397L b,KMT-2016-BLG-1397L,1,Microlensing,5.100000,1.500000,-1.700000,0,2200.00000,1700.00000,-1400.00000,0,7.00000,5.20000,-4.30000,0,,,,,,,,,,,,,,,,,2200.00000,1700.00000,-1400.00000,0,7.00000,5.20000,-4.30000,0,Mass,0.45,0.33,-0.28,0,,,,6600.0000000,1100.0000000,-1300.0000000,,,
KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L,1,Microlensing,1.080000,0.220000,-0.220000,0,1450.00000,1600.00000,-680.00000,0,4.57000,5.03000,-2.14000,0,,,,,,,,,,,,,,,,,1450.00000,1600.00000,-680.00000,0,4.57000,5.03000,-2.14000,0,Mass,0.04,0.04,-0.02,0,,,,6260.0000000,1140.0000000,-1280.0000000,,,
KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,1,Microlensing,3.500000,1.100000,-0.900000,0,700.00000,600.00000,-350.00000,0,2.20000,1.90000,-1.10000,0,,,,,,,,,,,,,,,,,700.00000,600.00000,-350.00000,0,2.20000,1.90000,-1.10000,0,Mass,0.49,0.38,-0.25,0,,,,7100.0000000,800.0000000,-2400.0000000,,,
KMT-2016-BLG-2142L b,KMT-2016-BLG-2142L,1,Microlensing,0.830000,0.150000,-0.200000,0,4923.00000,7943.00000,-2730.00000,0,15.49000,24.99000,-8.58000,0,,,,,,,,,,,,,,,,,4923.00000,7943.00000,-2730.00000,0,15.49000,24.99000,-8.58000,0,Mass,0.07,0.12,-0.04,0,,,,7010.0000000,1010.0000000,-1160.0000000,,,
KMT-2017-BLG-0165L b,KMT-2017-BLG-0165L,1,Microlensing,3.450000,0.980000,-0.950000,0,34.00000,15.00000,-12.00000,0,0.11000,0.05000,-0.04000,0,,,,,,,,,,,,,,,,,34.00000,15.00000,-12.00000,0,0.11000,0.05000,-0.04000,0,Mass,0.76,0.34,-0.27,0,,,,4530.0000000,1040.0000000,-980.0000000,,,
KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,1,Microlensing,1.800000,0.600000,-0.500000,0,640.00000,640.00000,-350.00000,0,2.00000,2.00000,-1.10000,0,,,,,,,,,,,,,,,,,640.00000,640.00000,-350.00000,0,2.00000,2.00000,-1.10000,0,Mass,0.37,0.36,-0.20,0,,,,6000.0000000,1300.0000000,-1700.0000000,,,
KMT-2017-BLG-1146L b,KMT-2017-BLG-1146L,1,Microlensing,1.600000,0.600000,-0.600000,0,230.00000,250.00000,-130.00000,0,0.71000,0.80000,-0.42000,0,,,,,,,,,,,,,,,,,230.00000,250.00000,-130.00000,0,0.71000,0.80000,-0.42000,0,Mass,0.33,0.36,-0.20,0,,,,6500.0000000,1400.0000000,-2000.0000000,,,
KMT-2018-BLG-0029L b,KMT-2018-BLG-0029L,1,Microlensing,4.270000,0.210000,-0.230000,0,7.59000,0.75000,-0.69000,0,0.02390,0.00240,-0.00220,0,,,,,,,,,,,,,,,,,7.59000,0.75000,-0.69000,0,0.02390,0.00240,-0.00220,0,Mass,1.14,0.10,-0.12,0,,,,3380.0000000,220.0000000,-260.0000000,,,
KMT-2018-BLG-1292L b,KMT-2018-BLG-1292L,1,Microlensing,6.030000,0.710000,-0.620000,0,1400.00000,290.00000,-210.00000,0,4.42000,0.90000,-0.67000,0,,,,,,,,,,,,,,,,,1400.00000,290.00000,-210.00000,0,4.42000,0.90000,-0.67000,0,Mass,1.09,0.22,-0.17,0,,,,3460.0000000,510.0000000,-430.0000000,,,
KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,1,Microlensing,0.763000,0.219000,-0.145000,0,111.00000,42.00000,-28.00000,0,0.34800,0.13200,-0.08700,0,,,,,,,,,,,,,,,,,111.00000,42.00000,-28.00000,0,0.34800,0.13200,-0.08700,0,Mass,0.09,0.04,-0.02,0,,,,967.0000000,308.0000000,-212.0000000,,,
KMT-2019-BLG-1339L b,KMT-2019-BLG-1339L,1,Microlensing,2.150000,2.590000,-1.580000,0,397.00000,331.00000,-230.00000,0,1.25000,1.04000,-0.73000,0,,,,,,,,,,,,,,,,,397.00000,331.00000,-230.00000,0,1.25000,1.04000,-0.73000,0,Mass,0.48,0.40,-0.28,0,,,,6120.0000000,1260.0000000,-1600.0000000,,,
KMT-2019-BLG-1953L b,KMT-2019-BLG-1953L,1,Microlensing,,,,0,200.00000,240.00000,-110.00000,0,0.64000,0.76000,-0.35000,0,,,,,,,,,,,,,,,,,200.00000,240.00000,-110.00000,0,0.64000,0.76000,-0.35000,0,Mass,0.31,0.37,-0.17,0,,,,7040.0000000,1100.0000000,-1330.0000000,,,
KOI-12 b,KOI-12,1,Transit,0.154000,0.004000,-0.003000,0,349.61300,1112.40500,-254.26400,0,1.10000,3.50000,-0.80000,0,,,,,,,,,,,,,,,,,349.61300,1112.40500,-254.26400,0,1.10000,3.50000,-0.80000,0,Mass,1.50,0.10,-0.10,0,3.9994855,0.0452596,-0.0452596,399.3980000,4.3495000,-4.3495000,2.4753000,0.0270593,-0.0270593
KOI-1257 b,KOI-1257,1,Transit,0.382000,0.006000,-0.006000,0,460.83000,111.24000,-111.24000,0,1.45000,0.35000,-0.35000,0,,,,,,,,,,,,,,,,,460.83000,111.24000,-111.24000,0,1.45000,0.35000,-0.35000,0,Mass,0.99,0.05,-0.05,0,16.3901937,2.1013683,-2.1013683,,,,,,
KOI-13 b,KOI-13,1,Transit,0.036410,0.000870,-0.000870,0,2949.46240,50.85280,-50.85280,0,9.28000,0.16000,-0.16000,0,,,,,,,,,,,,,,,,,2949.46240,50.85280,-50.85280,0,9.28000,0.16000,-0.16000,0,Mass,1.72,0.10,-0.10,0,16.3819470,0.2336996,-0.2336996,519.0960000,29.1045000,-29.1045000,1.9053000,0.1050520,-0.1050520
KOI-142 b,KOI-142,1,Transit,,,,,9.50000,1.10000,-1.10000,0,0.03000,0.00360,-0.00360,0,,,,,,,,,,,,,,,,,9.50000,1.10000,-1.10000,0,0.03000,0.00360,-0.00360,0,Mass,0.99,0.02,-0.02,0,5.0864493,0.0275606,-0.0275606,376.8630000,2.0005000,-2.0005000,2.6246100,0.0139799,-0.0139799
KOI-142 c,KOI-142,1,Transit,,,,,214.10000,5.20000,-5.20000,0,0.67400,0.01600,-0.01600,0,,,,,,,,,,,,,,,,,214.10000,5.20000,-5.20000,0,0.67400,0.01600,-0.01600,0,Mass,0.99,0.02,-0.02,0,5.0864493,0.0275606,-0.0275606,376.8630000,2.0005000,-2.0005000,2.6246100,0.0139799,-0.0139799
KOI-1599.01,KOI-1599,1,Transit,0.147280,,,0,4.60000,0.30000,-0.30000,0,0.01447,0.00094,-0.00094,0,,,,,,,,,,,,,,,,,4.60000,0.30000,-0.30000,0,0.01447,0.00094,-0.00094,0,Mass,1.02,,,0,2.3766644,0.0397750,-0.0397750,1131.6400000,27.5150000,-27.5150000,0.8554360,0.0213053,-0.0213053
KOI-1599.02,KOI-1599,1,Transit,0.112293,,,0,9.00000,0.30000,-0.30000,0,0.02832,0.00094,-0.00094,0,,,,,,,,,,,,,,,,,9.00000,0.30000,-0.30000,0,0.02832,0.00094,-0.00094,0,Mass,1.02,,,0,2.3766644,0.0397750,-0.0397750,1131.6400000,27.5150000,-27.5150000,0.8554360,0.0213053,-0.0213053
KOI-1783.01,KOI-1783,1,Transit,,,,,71.00000,11.20000,-9.20000,0,0.22339,0.03524,-0.02895,0,,,,,,,,,,,,,,,,,71.00000,11.20000,-9.20000,0,0.22339,0.03524,-0.02895,0,Mass,1.08,0.04,-0.03,0,18.0179028,0.0371621,-0.0371621,865.7300000,13.5270000,-13.5270000,1.1263700,0.0179097,-0.0179097
KOI-1783.02,KOI-1783,1,Transit,,,,,15.00000,4.30000,-3.60000,0,0.04720,0.01353,-0.01133,0,,,,,,,,,,,,,,,,,15.00000,4.30000,-3.60000,0,0.04720,0.01353,-0.01133,0,Mass,1.08,0.04,-0.03,0,18.0179028,0.0371621,-0.0371621,865.7300000,13.5270000,-13.5270000,1.1263700,0.0179097,-0.0179097
KOI-217 b,KOI-217,1,Transit,0.047700,0.000700,-0.000700,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.05,,0,2.5768478,0.0397811,-0.0397811,914.6990000,17.1675000,-17.1675000,1.0647300,0.0203573,-0.0203573
KOI-351 b,KOI-351,1,Transit,0.074000,0.016000,-0.016000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20,0.10,-0.10,0,5.4320160,0.0289553,-0.0289553,848.2540000,10.8185000,-10.8185000,1.1500700,0.0149210,-0.0149210
KOI-351 c,KOI-351,1,Transit,0.089000,0.012000,-0.012000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20,0.10,-0.10,0,5.4320160,0.0289553,-0.0289553,848.2540000,10.8185000,-10.8185000,1.1500700,0.0149210,-0.0149210
KOI-351 d,KOI-351,1,Transit,0.320000,0.050000,-0.050000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20,0.10,-0.10,0,5.4320160,0.0289553,-0.0289553,848.2540000,10.8185000,-10.8185000,1.1500700,0.0149210,-0.0149210
KOI-351 e,KOI-351,1,Transit,0.420000,0.060000,-0.060000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20,0.10,-0.10,0,5.4320160,0.0289553,-0.0289553,848.2540000,10.8185000,-10.8185000,1.1500700,0.0149210,-0.0149210
KOI-351 f,KOI-351,1,Transit,0.480000,0.090000,-0.090000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20,0.10,-0.10,0,5.4320160,0.0289553,-0.0289553,848.2540000,10.8185000,-10.8185000,1.1500700,0.0149210,-0.0149210
KOI-351 g,KOI-351,1,Transit,0.710000,0.080000,-0.080000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20,0.10,-0.10,0,5.4320160,0.0289553,-0.0289553,848.2540000,10.8185000,-10.8185000,1.1500700,0.0149210,-0.0149210
KOI-351 h,KOI-351,1,Transit,1.010000,0.110000,-0.110000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20,0.10,-0.10,0,5.4320160,0.0289553,-0.0289553,848.2540000,10.8185000,-10.8185000,1.1500700,0.0149210,-0.0149210
KOI-3680 b,KOI-3680,1,Transit,0.534000,0.012000,-0.030000,0,613.41190,60.38770,-66.74430,0,1.93000,0.19000,-0.21000,0,,,,,,,,,,,,,,,,,613.41190,60.38770,-66.74430,0,1.93000,0.19000,-0.21000,0,Mass,1.01,0.07,-0.16,0,12.0589008,0.0411712,-0.0411712,921.9860000,23.3845000,-23.3845000,1.0564200,0.0272853,-0.0272853
KOI-55 b,KOI-55,1,Orbital Brightness Modulation,0.006000,,,0,0.44000,,,0,0.00140,,,0,,,,,,,,,,,,,,,,,0.44000,,,0,0.00140,,,0,Mass,0.50,0.00,0.00,0,7.8384452,0.0606899,-0.0606899,1231.0200000,48.0150000,-48.0150000,0.7850170,0.0313871,-0.0313871
KOI-55 c,KOI-55,1,Orbital Brightness Modulation,0.007600,,,0,0.65500,,,0,0.00210,,,0,,,,,,,,,,,,,,,,,0.65500,,,0,0.00210,,,0,Mass,0.50,0.00,0.00,0,7.8384452,0.0606899,-0.0606899,1231.0200000,48.0150000,-48.0150000,0.7850170,0.0313871,-0.0313871
KOI-94 b,KOI-94,1,Transit,0.051190,0.000670,-0.000670,0,10.50000,4.60000,-4.60000,0,0.03300,0.01400,-0.01400,0,,,,,,,,,,,,,,,,,10.50000,4.60000,-4.60000,0,0.03300,0.01400,-0.01400,0,Mass,1.28,0.05,-0.05,0,2.3935464,0.0401749,-0.0401749,477.0520000,4.9495000,-4.9495000,2.0676000,0.0215835,-0.0215835
KOI-94 c,KOI-94,1,Transit,0.101300,0.001300,-0.001300,0,15.60000,5.70000,-15.60000,0,0.04900,0.01800,-0.04900,0,,,,,,,,,,,,,,,,,15.60000,5.70000,-15.60000,0,0.04900,0.01800,-0.04900,0,Mass,1.28,0.05,-0.05,0,2.3935464,0.0401749,-0.0401749,477.0520000,4.9495000,-4.9495000,2.0676000,0.0215835,-0.0215835
KOI-94 d,KOI-94,1,Transit,0.168400,0.002200,-0.002200,0,106.00000,11.00000,-11.00000,0,0.33400,0.03500,-0.03500,0,,,,,,,,,,,,,,,,,106.00000,11.00000,-11.00000,0,0.33400,0.03500,-0.03500,0,Mass,1.28,0.05,-0.05,0,2.3935464,0.0401749,-0.0401749,477.0520000,4.9495000,-4.9495000,2.0676000,0.0215835,-0.0215835
KOI-94 e,KOI-94,1,Transit,0.304600,0.004000,-0.004000,0,35.00000,18.00000,-28.00000,0,0.11000,0.05700,-0.08800,0,,,,,,,,,,,,,,,,,35.00000,18.00000,-28.00000,0,0.11000,0.05700,-0.08800,0,Mass,1.28,0.05,-0.05,0,2.3935464,0.0401749,-0.0401749,477.0520000,4.9495000,-4.9495000,2.0676000,0.0215835,-0.0215835
KPS-1 b,KPS-1,1,Transit,0.026900,0.001000,-0.001000,0,346.43470,27.33338,-27.65121,0,1.09000,0.08600,-0.08700,0,,,,,,,,,,,,,,,,,346.43470,27.33338,-27.65121,0,1.09000,0.08600,-0.08700,0,Mass,0.89,0.09,-0.10,0,39.4033699,0.0457915,-0.0457915,262.7060000,2.5950000,-2.5950000,3.7780000,0.0373158,-0.0373158
Kapteyn c,Kapteyn,1,Radial Velocity,0.311000,0.038000,-0.014000,0,,,,,,,,,7.00000,1.20000,-1.00000,0,0.02200,0.00400,-0.00300,0,,,,,,,,,7.00000,1.20000,-1.00000,0,0.02200,0.00400,-0.00300,0,Msini,0.28,0.01,-0.01,0,8644.9046131,0.0498602,-0.0498602,3.9330500,0.0004100,-0.0004100,254.2260000,0.0263103,-0.0263103
Kepler-10 b,Kepler-10,1,Transit,0.017200,0.000810,-0.001680,0,4.60853,1.27132,-1.46202,0,0.01450,0.00400,-0.00460,0,,,,,,,,,,,,,,,,,4.60853,1.27132,-1.46202,0,0.01450,0.00400,-0.00460,0,Mass,0.91,0.02,-0.02,0,45.3461486,0.0457027,-0.0457027,185.5060000,0.8080000,-0.8080000,5.3618500,0.0233009,-0.0233009
Kepler-10 c,Kepler-10,1,Transit,,,,,7.37000,1.32000,-1.19000,0,0.02319,0.00415,-0.00374,0,,,,,,,,,,,,,,,,,7.37000,1.32000,-1.19000,0,0.02319,0.00415,-0.00374,0,Mass,1.02,0.13,-0.13,0,45.3461486,0.0457027,-0.0457027,185.5060000,0.8080000,-0.8080000,5.3618500,0.0233009,-0.0233009
Kepler-100 b,Kepler-100,1,Transit,,,,,7.34000,3.20000,-3.20000,0,0.02300,0.01000,-0.01000,0,,,,,,,,,,,,,,,,,7.34000,3.20000,-3.20000,0,0.02300,0.01000,-0.01000,0,Mass,1.08,0.06,-0.06,0,34.7865814,0.0357235,-0.0357235,304.6450000,1.7535000,-1.7535000,3.2537000,0.0187531,-0.0187531
Kepler-100 c,Kepler-100,1,Transit,,,,,7.05000,,,1,0.02218,,,1,,,,,,,,,,,,,,,,,7.05000,,,1,0.02218,,,1,Mass,1.08,0.06,-0.06,0,34.7865814,0.0357235,-0.0357235,304.6450000,1.7535000,-1.7535000,3.2537000,0.0187531,-0.0187531
Kepler-100 d,Kepler-100,1,Transit,,,,,3.00000,,,1,0.00944,,,1,,,,,,,,,,,,,,,,,3.00000,,,1,0.00944,,,1,Mass,1.08,0.06,-0.06,0,34.7865814,0.0357235,-0.0357235,304.6450000,1.7535000,-1.7535000,3.2537000,0.0187531,-0.0187531
Kepler-1000 b,Kepler-1000,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40,0.04,-0.04,0,6.4669742,0.0329957,-0.0329957,1115.6200000,16.7000000,-16.7000000,0.8674890,0.0133186,-0.0133186
Kepler-1001 b,Kepler-1001,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90,0.04,-0.04,0,2.8438942,0.0595582,-0.0595582,928.9780000,23.4160000,-23.4160000,1.0480300,0.0269172,-0.0269172
Kepler-1001 c,Kepler-1001,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,,0,2.8438942,0.0595582,-0.0595582,928.9780000,23.4160000,-23.4160000,1.0480300,0.0269172,-0.0269172
Kepler-1002 b,Kepler-1002,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,0.05,-0.05,0,15.1029798,1.6000407,-1.6000407,408.3030000,,,,,
Kepler-1003 b,Kepler-1003,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,0.13,-0.08,0,4.9916336,0.0310940,-0.0310940,941.9020000,15.4545000,-15.4545000,1.0329900,0.0172854,-0.0172854
Kepler-1004 b,Kepler-1004,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,0.18,-0.12,0,5.1979227,0.0365580,-0.0365580,1152.6800000,35.6700000,-35.6700000,0.8393820,0.0266230,-0.0266230
